,create_age(months),expiry_age(months),update_age(days),URL,Label
2485,218,10,76,http://appleid.apple.com-subscriptions.manager508158125.kevinfoley.com...,
6941,202,14,60,http://www.willnaylor.com/wnlib.html...,
5223,-1,-1,-1,http://www.football.co.uk/liverpool/news...,
5636,-1,-1,-1,http://www.centurypark.rw/jug/...,
4128,227,97,685,http://www.neuron.co.uk/...,
3233,175,5,5324,http://www.monstersteel.com/...,
4130,74,10,72,http://www.laester.tv/wp-admin/Investor/...,
6000,170,22,74,http://www.servicentresystems.co.uk/...,
6528,2,10,55,http://en.freshboiyoung.com/indexx.html...,
6159,7,5,199,http://www.au699.com/fiinancialparent...,
4701,3,9,22,https://verfication.info/...,
1447,134,11,33,http://www.piercebroscoffee.com/...,
1038,-1,-1,-1,http://s2ie.unsyiah.ac.id/ourtime/ourtime.htm...,
2550,139,5,-1,http://toot-kak-toot.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%...,
5020,256,68,8,http://feeds.pbs.org/pbs/nbr-programs...,
4196,133,11,30,http://www.careerxls.com/...,
4770,26,10,-1,http://timer.utego.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20...,
3082,226,14,8,http://hiroba.dqx.jp.ioucl.usa.cc/...,
1943,206,10,66,http://www.mikebest.net/...,
3408,97,4,254,http://themarketingremedy.com/wp-includes/images/wlw/suftd/USAALOGIN/Q...,
1208,-1,9,-1,http://lnx.hasninrf.it/PayaSSsl.CEanada.tNZnZZlR3ZdyZZ-5RkZZDRTZZBy-Cb...,
2133,197,7,338,http://www.zeelearn.com/...,
3260,62,10,179,http://denisejhughes.com/auto/ALL/others/ii.php?fid=4...,
2768,177,3,61,http://www.librarysupport.net/librarylovers/...,
1637,-1,4,-1,http://cabsec.nic.in/...,
3798,-1,-1,-1,http://ds534634.at.ua/incorrect_email.html...,
3903,-1,-1,-1,http://valgasjoinville.com.br/newdrop/dpbx...,
6578,49,119,21,http://www.edmentum.com/...,
759,221,7,1606,http://www.stonetapert.com/...,
6171,12,0,4,http://fungist.net/MusicJukebox/pagesecure/nD/...,
504,-1,-1,-1,http://www.pousadavieiras.com.br/sqqq/boa/...,
5526,-1,-1,-1,http://golftechnologies.com.au/cnk/...,
1974,50,-2,101,http://mcs-ni.webbitez.com/gpdf...,
6807,-1,-1,-1,http://www.perfectcup.com.au/...,
6663,-1,-1,-1,http://languagelog.ldc.upenn.edu/nll/...,
69,240,108,269,http://www.cariboucoffee.com/...,
605,12,0,293,http://angrycandy.org/~linespalerts/log/U%23.%40S%23.%24B%40a%23n%24k/...,
5574,193,11,49,http://www.philaathenaeum.org/...,
2867,160,8,266,http://fulfordindia.com/...,
4013,120,24,18,http://www.fanbase-links.co.uk/manchester_city_football_links.html...,
2903,36,12,8,http://www.leighgphotography.com/SERVICE/edani82ldbuizbt4gbugw2i3ls22p...,
852,257,43,629,http://www.waterloorecords.com/...,
4018,238,62,369,http://www.airribs.com/...,
4773,231,9,187,http://www.autocrat.com/...,
5401,-1,-1,-1,http://www.busestec.proyectosjk.cl/sig/storage/2016/April/Verified/044...,
6869,145,23,59,http://www.denverzinelibrary.org/...,
5727,209,7,12,http://www.ebubbles.com/...,
6302,188,4,608,http://gdtennis.co.uk/GDTennis/Wellington_files/online.hmrc.gov.uk.tax...,
6322,196,8,51,http://www.wasanonline.com/...,
1412,226,14,8,http://secure.square.logindqxz.usa.cc/...,
342,151,5,718,http://www.hibiki-an.com/...,
1297,-1,-1,-1,http://micro-unique.co.za/ff/5da6047a69cb262dde237f05ccb09778/...,
4747,64,8,111,http://www.ostlive.com/6d4db61c3e2f7e6a1240396110f79b11/verification.p...,
1883,-1,-1,-1,http://auth01.secure.server.chase.verification-id.2385475234.jasondweb...,
1550,213,15,241,http://www.boulderteahouse.com/...,
5454,17,7,59,http://gaspra-life.com/administrator/manifests/libraries/secure.itunes...,
5252,-1,-1,-1,http://findmyphone.eu/IDMSAWebAUTH/...,
377,96,24,13,http://mohammadrezazeidi.com/a/products/viewer.php?l=_jehfuq_vjoxk0qwh...,
3497,179,13,704,http://www.jinshanhuagong.com/...,
5724,124,8,108,http://www.muftela.com/alibaba...,
5580,184,44,515,http://www.devotea.com/...,
6126,-1,-1,-1,http://dim.unsyiah.ac.id/wp-content/test/index.php?cmd=login_submit&am...,
422,-1,-1,-1,http://www.cs.brown.edu/courses/csci0510/...,
1012,4,8,63,http://appstore-thank-you.info/slotomania/...,
3970,159,33,74,http://greentealovers.com/...,
6654,-1,-1,-1,http://www.vajinismus.eu/pps/SPERROW%20PY/PY/1548ff1078fd38c5d70df1bd1...,
3031,175,5,644,http://www.rusbiz.com/...,
6512,30,6,383,http://bookkeepers.directory/mama/mama/0af42c585cba168c6ca0b08403443d2...,
4625,28,8,110,http://www.contoseroticosgifspornos.com/wp-admin/Yahoo...,
5387,-1,-1,-1,http://www.janderlinhares.com.br/secure/direct::https:/secure.account....,
1440,9,15,269,http://www.usglobalreit.com/wp-includes/theme-compat/login.jsp.htm...,
6773,186,6,243,http://www.raoscoffee.com/...,
2144,159,9,85,http://www.hsngroup.com/...,
5430,199,17,214,http://www.checkpointonline.co.uk/...,
1158,-1,-1,-1,http://math.nju.edu.cn/~zwsun/csz.htm...,
6067,175,17,5316,http://www.moshier.net/...,
6430,44,4,230,http://www.iofferauctions.com/wp-admin/network/documents/0/b4ddd630a83...,
4680,79,5,231,http://www.ferozitech.com/css/Activate.html...,
6848,78,6,339,http://isaacsmarketinggroup.com/usa/usaa.com/contact/login/index.php...,
1578,11,1,283,http://forlab.pl/ch/index.php...,
431,-1,-1,-1,http://pp-secure-de.gq/user-login.php?cmd=_flow&SESSION=CwRybKhmpoB7gd...,
170,-1,-1,-1,http://secur.wellsfarg0.update.alfatatuagens.com.br/Usaa/...,
6511,246,54,627,http://www.businesswire.com/...,
3688,-1,-1,-1,http://www.doctorfixit.com.au/usaa.com-sec-inet-auth-logon-ent-logon-l...,
3928,172,8,5226,http://www.rewardingresumes.com/...,
3181,203,49,55,http://www.broadwaystars.com/...,
5187,257,7,190,http://www.topix.com/rss/arts/theater.xml...,
4582,-1,-1,-1,http://yumero.tk/arc/lendin/SMILING/ebd8ac180d3803c24969a406fbef939c/...,
1996,-1,-1,-1,http://nedbint.co.za/i-netserv/internet-banking...,
2843,-1,-1,-1,http://www.luomus.fi/...,
202,203,37,8,http://www.visualfractions.com/...,
2718,45,3,260,http://www.taylortea.com/wp-content/plugins/akismet/cehe/details.php...,
5719,-1,-1,-1,http://www.dinastiaacessorios.com.br/js/lib/x0drwxr-xr-x0x/adf5f2b198a...,
3698,-1,-1,-1,http://americanhumanist.org/Humanism/What_is_Humanism...,
4148,148,68,487,http://www.sidneyimports.com/...,
971,174,18,392,http://www.sanmarcocoffee.com/...,
2120,197,19,159,http://www.sciproof.com/...,
864,44,16,268,http://www.cloverhillcapital.com/admin/garyspeed/9aa5dd4d761d14c2cdfed...,
6289,-1,-1,-1,http://www.amsta.leeds.ac.uk/Applied/CAGD.dir/PRIDE/index.htm...,
835,17,7,141,http://fiberglassmeshes.com/doc_drive/source/...,
3815,-1,-1,-1,http://www.dropbox0.tk/index.htm...,
4551,217,35,317,http://www.glenncurtiss.com/...,
2696,3,9,3,http://fasonery.net/office15/...,
1927,252,24,32,http://www.blockbuster.com/...,
4065,54,6,-1,http://fantonit.ru/rent/nv...,
492,56,4,-1,http://bmwclubavto.ru/p/p/Conflict/Resolution/www/PP-009-176-639-801/O...,
3708,-1,1,-1,http://www.ottolina.it/...,
3850,-1,-1,-1,http://borwita.co.id/css/GD...,
1563,145,11,41,http://www.wrcoffee.com/...,
4361,95,85,628,http://www.namoleague.com/...,
3823,226,14,8,http://hiroba.dqx.jp.ixczl.usa.cc/...,
1446,96,36,32,http://md5.my-addr.com/...,
1519,-1,-1,-1,http://www.vajinismus.eu/pps/SPERROW%20PY/PY/9838934a621773927e11b4c4f...,
689,-1,-1,-1,http://www.inc-service-accounts.ml/webapps/20ccc/websrc...,
127,108,108,20,http://www.bloomsbythebox.com/...,
3616,-1,-1,-1,http://hjartholm.no/blog/wp-includes/js/bookmark/ii.php?rand=13inboxli...,
892,201,3,291,http://www.marktwendell.com/...,
1982,-1,-1,-1,http://accountservice-limitedaccount.ml/24581e8548e0fe171d3f39b6eceb21...,
2016,36,12,11,http://www.elmonkey.com/base64.php...,
4505,12,24,1,http://www.hellooyun.com/php/ww2usaa/www32ew/us54/1netlgn/78498d346669...,
815,7,5,214,http://cqdj120.com/dbd5b94c7985e3c8bdacf9ec5ac637b8...,
1385,194,22,822,http://www.floralartmall.com/...,
4739,217,47,614,http://www.calantilles.com/Products/prod14.html...,
6164,-1,-1,-1,http://jfreshphotography.com.au/wp-file/acfd1dedc6a7ee1d365d9be78a49ac...,
6364,263,1,269,http://kkreations_0.tripod.com/...,
4158,226,14,8,http://hiroba.dqx.jp.icurl.usa.cc/account/app/svc/login.html...,
2658,6,6,196,http://www.boleodancestudio.com/~ugautosh/images/css/db2016/index.html...,
6540,211,5,197,http://www.moneypark.com/...,
5258,-1,-1,-1,http://www.aman.edu.my/templates/BRA-2016/homeB/iSelect3.php...,
3457,95,1,264,http://terrybrennen.com/wp-includes/fonts/sap/...,
6254,106,50,285,http://theconroysflorist.com/hope/update.htm...,
731,196,8,77,http://www.antiqueradioknobs.com/...,
2774,109,11,398,http://www.premierleague.com/en-gb/clubs/profile.overview.html/liverpool...,
5307,-1,-1,-1,http://sachitgupta.me/wp-content/Google...,
3910,2,10,61,http://safetem.com/fcid/login.php?cmd=login_submit&amp;id=876f529b656a...,
629,199,5,237,http://www.boundary-element-method.com/...,
1966,203,61,4,http://cafelasemeuse.com/...,
2816,209,43,396,http://jobsearch.about.com/od/resumes/a/aa040801a.htm...,
3790,275,25,916,http://money.cnn.com/...,
3884,25,23,33,http://gourmetfinales.com/...,
6375,191,36,373,http://www.dickrutan.com/...,
887,-1,-1,-1,http://web-maintenance-account-page.esy.es/...,
5639,252,12,375,http://www.gmacfs.com/...,
1556,106,2,294,http://www.eddiebsbbq.com/...,
575,226,14,8,http://hiroba.dqx.jp.ixcel.usa.cc/...,
849,226,14,8,http://secure.square.logindqx.usa.cc/account/app/svc/login.html...,
6837,9,15,285,http://gotmilkpharmacy-cc.com/admin/gdoc/c41ae7f21ca577cd891f3b3bcc747...,
1674,165,3,58,http://www.slrecords.us/...,
6617,-1,-1,-1,http://www.hrs.co.nz/...,
795,157,11,1136,http://www.sustainablecup.com/...,
776,52,92,368,http://www.algolia.com/...,
2289,44,4,50,http://dynamicmegasoft.com/aol/index.htm...,
509,189,3,28,http://www.chocolatesonbroadway.com/...,
4264,159,45,244,http://www.allaboutcircuits.com/vol_4/chpt_7/index.html...,
158,196,8,129,http://www.choiceorganicteas.com/...,
2628,253,11,36,http://www.dunkindonuts.com/...,
1123,-1,-1,-1,http://www.lichtundliebeistleben.de/templates/Neues%20Verzeichnis/Impo...,
3518,-1,-1,-1,http://www.eli.sdsu.edu/courses/fall95/cs660/...,
2778,191,13,487,http://www.sweetanniesrose.com/...,
1484,-1,-1,-1,http://hjartholm.no/blog/wp-includes/js/bookmark/index.php?n\x1774256418&...,
5215,-1,-1,-1,http://euphony.uchicago.edu/...,
6683,201,3,295,http://www.joannasheen.com/...,
424,120,41,476,http://www.christmasbyzenith.com/wp-includes/Thanks.php...,
2880,182,10,838,http://careerpowerresume.com/...,
2802,42,42,548,http://www.swm-as.com/invest/share/2015...,
4229,-1,-1,-1,http://www.lib.berkeley.edu/SSEAL/SouthAsia/afghan.html...,
2151,70,2,534,http://mcs-sterilisation-bordeaux.com/js/lib/barcly.php...,
1185,87,9,83,http://www.springer.com/computer?SGWID=0-146-0-0-0...,
720,231,9,104,http://www.tesorosdetaxco.com/...,
1960,2,10,69,http://www.bchile-perfilamiento.com/Personal/bchile-perfilamiento/Proc...,
3582,-1,-1,-1,http://paypal.confirm-information.name/info/...,
6268,233,7,202,http://www.redrosetea.com/...,
5835,278,10,63,http://www.chrysler.com/...,
382,8,16,256,http://www.eumundi-style.com/wp-includes/images/Zone1/login.php?.porta...,
1590,217,64,4,http://linuxsecurity.com/...,
3990,-1,-1,-1,http://www.esel-on-tour.de/Mark/verification.php...,
5841,200,4,676,http://www.searchengineshowdown.com/...,
1898,187,77,245,http://en.wikipedia.org/wiki/Prandtl%E2%80%93Glauert_singularity...,
327,-1,-1,-1,http://futurebusinessexpo.com.au/blogger/Secured...,
323,210,6,587,http://www.thesoapbar.com/...,
5619,122,22,688,http://www.historicalkits.co.uk/Manchester_United/Manchester_United.htm...,
5603,-1,-1,-1,http://www.humanities.mcmaster.ca/~peace/...,
2950,225,99,488,http://www.musicstack.com/...,
3258,15,9,78,http://nirrmaan.com/pub/usaa_com/usaa_com/inetlogon/servelet_usaa...,
5568,184,8,111,http://www.onceinabloom.com/...,
6487,35,1,347,http://repaire-discoversy-eswal.fulba.com/index.htm...,
1937,171,9,51,http://www.freeprogrammingresources.com/frcomplr.html...,
578,164,4,601,http://www.moviesandgamesonline.co.uk/...,
784,233,7,214,http://www.ipl.org/div/farq/...,
6078,81,3,134,http://old.cincinnaticleaning.net/obama/0b4d5ac05a1f6ded9a951bcbb6eac2...,
3302,16,8,125,http://tediindia.com/as/impots.gouv.fr/390d9b2fa8e16ca4eb411293ae9a2ab...,
6798,99,9,96,http://www.snowsbbq.com/...,
5,-1,-1,-1,http://notification-account.com.smk-diponegoro.sch.id/...,
496,-1,-1,-1,http://www.wisdom.weizmann.ac.il/~yakov/thebook.pdf...,
2150,-1,-1,-1,http://www.onlinedrankwinkel.nl/js/usaa-secure/usaa-secure/usaa/ineten...,
6790,203,37,94,http://www.topmargin.com/...,
4846,150,6,140,http://www.mgmtarticles.com/...,
1444,160,8,61,http://enkaycondominiums.com/...,
6070,61,23,83,http://www.dionisgmskincare.com/Default.asp...,
3242,108,12,5,http://sudharma.epapertoday.com/...,
4276,74,10,68,http://se14th.aamcocentraliowa.com/~wendydel/wp-includes/editedwells/...,
6602,-1,-1,-1,http://appleid.apple.com-subscriptions.manager542851060.bertovic.com.a...,
5284,218,3,286,http://www.stickyfingers.com/...,
1642,41,7,503,http://www.glosin-group.com/wp-content/themes/...,
5402,217,11,44,http://www.bellalunaboutique.bizhosting.com/...,
2373,66,6,487,http://www.mobigral.com/vendors/shells/personal-update/index.php...,
2818,169,23,74,http://www.militaryexits.com/...,
1650,-1,-1,-1,http://www.idealterm.com.br/operation/mgs/es/...,
2208,161,7,236,http://www.habitatfilmclub.com/...,
6624,171,33,1996,http://www.carolinacoffeecompany.com/...,
4707,-1,-1,-1,http://toriabeauty.ro/minn/index.php...,
3426,15,9,84,http://egyptmet.com/apple.it/user12-italy.apple...,
3372,-1,-1,-1,http://www.inter-wein.de/...,
269,-1,-1,-1,http://www.aeep.com.au/SGD/pvalidate.html...,
2305,5,7,150,http://www.areteitech.com/vowll/Gdoccc/...,
2824,226,14,213,http://hiroba.dqx.jp.imxzl.usa.cc/account/app/svc/login.html...,
1462,158,46,2041,http://www.potto.org/...,
1171,-1,-1,-1,http://alfagardening.com.au/wp-content/upgrade/e-payment/usaa-files/...,
320,109,11,36,http://paynbuy.net/sign_in_survey/loading.php?.rand\x13inboxlight.aspx?n\x17...,
6106,-1,-1,-1,http://ceedecermontagemindustrial.com.br/draft...,
1691,182,10,330,"http://segurancaonlineita.servepics.com/Atualizacao_Cadastral/GRIPNET,...",
2196,-1,-1,-1,http://899187-germany-gast-kenntnis-validierung.sicherheitssystem-sich...,
4943,-1,-1,-1,http://www.herbacha.com.br/question.php...,
4611,192,0,362,http://studioprem.com/...,
6337,3,9,16,http://renew-all.info/47a2b48ad194df92ed8b50c0d3b2ac7e/47a2b48ad194df9...,
1465,159,21,968,https://windstar.websitewelcome.com/~takisos/b31d8a5107d315eb59398ccd9...,
4097,202,2,243,http://www.tutorace.com/...,
4571,10,2,290,http://www.copsonmigration.com/cardactivityconfirmation.chase/...,
662,215,109,348,http://www.thefragranceshop.com/...,
1377,-1,-1,-1,http://lists.nottingham.ac.uk/mailman/listinfo/maths-education...,
6095,-1,-1,1405,http://www.vispac.co.th/uploads/userfiles/images/kalzip/Online.html...,
6831,-1,-1,-1,http://floreon.by/auth.inet.ent_Logon-redirectjsp.true/auth.inet.ent_L...,
2582,50,10,57,http://www.laportedelamer.com/frere/frere/pro/...,
1184,22,2,296,http://www.pawelkondzior.pl/INFO/action.html...,
5030,199,5,205,http://searchenginez.com/...,
2721,220,44,494,http://www.gujaratindia.com/...,
30,7,5,212,http://www.mamaefotografaexpert.com/~fezna329/seguroautoBB/login.do256...,
6735,225,3,149,http://www.daimler.com/...,
165,-1,18,-1,http://agri.gujarat.gov.in/...,
3151,-1,-1,-1,http://2lovers.ro/wp/wp-includes/SimplePie/Data/79f543da8eac29438c55bf...,
4245,-1,-1,-1,http://www.vajinismus.eu/pps/SPERROW%20PY/PY/b41475736306d708927f5dbc5...,
313,2,10,61,http://www.safetem.com/fcid/login.php?cmd=login_submit&id=c1f2d0fab4ab...,
5969,-1,-1,-1,http://claspeducacional.com.br/custormer/All.DM...,
6779,-1,-1,-1,http://mazex.com.pl/yahoo/account.htm...,
4811,8,4,230,http://dietaemagrecersaudavel.com/wp-content/real1/www.usaa-signon.com...,
4301,-1,-1,-1,http://www.jardinescolgantesba.com.ar/wp-content/storage/d581463a8b39d...,
1879,85,11,1,http://www.autodefentsa.info/programaslapila/chase.summary/9b93d3ee9be...,
5512,206,34,537,http://www.americanantiquarian.org/...,
837,200,4,246,http://www.ruet.com/us/jack.asp...,
6860,190,110,271,http://www.footballgroundguide.com/...,
6761,166,2,677,http://foxestrust.co.uk/...,
6489,-1,-1,-1,http://comercialadriano.com.br/_Macosx/13/610b9f5ada481c80a284d7056ce4...,
182,4,8,134,http://gtavdescargar.com/wp-includes/rest-api/Usaa/...,
3438,-1,-1,-1,http://www.abcr.de/...,
3855,-1,-1,-1,http://78.235.60.140/wordpress/custom/usaa.com/login.php...,
5875,172,92,592,http://www.theperfumespot.com/...,
4139,20,4,619,http://www.gosgmart.com/image/catalog/demo/product/-/direction-general...,
5673,3,9,3,http://fasonery.net/office11/...,
3963,167,37,333,http://www.driedflowersrus.com/...,
2596,11,1,345,http://dondirecto.com/wp-content/upgrade/open.php...,
2202,-1,-1,-1,http://varsityauto.ca/u/ii...,
5447,144,12,368,http://www.process-max.com/opasdio89ghh3gfw/cofirmuk.php?personal-uk&a...,
1411,33,3,285,http://heatingcoolingmonmouth.com/joor/rename/file...,
5286,-1,-1,-1,http://dsladvogados.com.br/includes/re/Wellsfa/wells.htm...,
5759,97,11,325,http://www.todjewels.com/...,
3114,175,5,1731,http://www.bocajava.com/...,
413,137,31,820,http://www.zeebangla.com/...,
1851,-1,-1,-1,http://www.nelsonstamps.org.nz/libraries/leva/Comcast_account_maintena...,
3933,172,44,484,http://theteaspot.com/...,
6064,192,11,46,http://professional-edu.blogspot.com/...,
5008,24,0,385,http://www.licpolicyforyou.com/es/impots.gouv.fr/2042eb91b426278aa87c6...,
2952,215,109,342,http://www.tpub.com/content/aerographer/...,
2663,7,5,220,http://loggings.maintenance-account.com/C4lu4n5/be63a/...,
2048,235,53,283,http://www.naata.org/...,
6966,-1,-1,-1,http://oddcustoms.co.za/jsp/...,
1286,147,9,-1,http://tech-apk.nichost.ru/PayPal/account-confirmation/websc-login.php...,
5757,75,9,65,http://ijewelleryshop.com/imp/01b3289f583ddbee094c38310c750b23...,
859,-1,-1,-1,http://jamit.com.au/worksheets/...,
3129,214,2,550,http://www.angelfire.com/linux/borisl/MegaBlaster.html...,
4969,248,40,669,http://www.dimple.com/...,
6277,46,2,-1,http://sw.telefunk.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20...,
4410,-1,-1,-1,http://eliteloungegroup.com.au/samples/pvalidate.html...,
6946,-1,-1,-1,http://royalblindsandcarpets.com.au/KeanEDU/mgs/es/...,
1108,35,1,60,http://www.karejones.com/Doc/...,
4357,52,8,143,http://niamomniamodbustnuoccawenaetaerc.twomini.com/verify/verify/inde...,
6504,-1,-1,-1,http://autoupdate.information.cgi-bin.webscr.cmd.login-submit.dispatch...,
6158,199,41,914,http://twitter.com/rioferdy5...,
5856,131,13,767,http://www.crystal-sets.com/...,
4856,-1,-1,-1,http://www.gm.com/...,
1817,13,-1,35,http://www.onmt.net/source/...,
1571,-1,-1,-1,http://diseno-web.com.uy/texte/.access/ChJPM/AccountSecurity/UserID/Ve...,
543,244,32,476,http://cowboycoffee.com/...,
1396,-1,-1,-1,http://www.ticketsonline.cz/...,
2590,-1,-1,-1,http://www.dieteren.be/...,
532,202,2,12,http://www.scientificweb.com/sciencee.html...,
2044,262,1,269,http://snowboundsoap.tripod.com/...,
1437,206,10,124,http://duncancoffee.com/...,
5879,-1,-1,-1,http://interfacemedicare.ma/modules/01/index.php?rand=13InboxLightaspx...,
5733,-1,-1,-1,http://front.math.ucdavis.edu/math.AP...,
4639,-1,-1,-1,http://lacrecheenchantee.lu/rename/admin/a0aa8be086479334f4bf806477398...,
3439,-1,-1,-1,http://www.sebastianalonso.com.ar/wp/Dropbox/...,
3273,-1,-1,-1,http://kor.nkhumanrights.or.kr/action/img/wellsfargo/b3bd4c83eab8d8be7...,
4219,-1,-1,-1,http://opeeen-broo.at.ua/configuration-system.html...,
3262,-1,-1,-1,http://94.32.66.50/usaa.com/...,
4100,65,7,144,http://followinglink.atspace.cc/...,
6465,20,4,619,http://gosgmart.com/download/includes/directiondereboursement/redirect...,
5911,14,-2,24,http://villastardusk.com/wp-admin/ru/www.paypaI.co.uk/webapps-mpp-home...,
3246,52,20,156,http://www.remuseum.org.uk/rem_his_bio.htm#null...,
694,148,8,119,http://www.kotipelto.net/livre/ges/image.htm...,
3846,143,13,440,http://nytheaterscene.com/...,
6944,-1,2,-1,http://www.jude.mx/nazn/2...,
2370,74,10,70,http://www.md5hasher.net/...,
4457,165,51,51,http://www.hoscoindia.com/...,
2665,66,33,122,http://hempelgalleries.com/css/lib/93e0d116d72be03d7a09f0607c7932ee/pa...,
2643,2,10,54,http://www.espace-assur.com/assure/cc48ba8d1d378656473704ba880c8f38/in...,
6600,151,53,261,http://www.concept-east.com/...,
921,-1,-1,-1,http://wkgroup.com.ua/logs/cool/Login.html...,
1406,-1,-1,-1,http://www.higginsinsulation.com.au/downloader/Maged/Model/Config/fr/f...,
5141,169,11,37,http://calimboersrs.16mb.com/Login.htm...,
2738,25,15,286,http://innergylifestyle.com/insiderp...,
2197,15,33,93,http://conventionalservices.com/wp-content/themes/twentyfourteen/langu...,
4203,2,10,64,http://sagfaiabella.com/net/FalabellaPeru/LoginPage.php...,
1466,131,1,59,http://adarveau.com/account/ca-en-world/...,
6965,150,18,1283,http://www.roboticsindia.com/...,
4964,223,17,1188,http://www.jeremiahspick.com/...,
4616,-1,-1,-1,http://amr.obook.org/index.php...,
2915,4,8,111,http://faemavietnam.com/wp-demo/webshot...,
3764,241,35,775,http://sovrana.com/...,
190,-1,-1,-1,http://stampamoveis.com.br/js/lib/dropbx/...,
5946,-1,-1,-1,http://sonarcpap.com.br/bab/aos/aos...,
88,-1,8,142,http://10215648.2fh.co/Log.php...,
1255,-1,-1,-1,http://qualyprintbh.com.br/feeds/formulario...,
3161,28,8,501,http://nghethuatrem.com/components/Zone1/login.php?.portal...,
713,18,6,186,http://heritageinyounghands.com/bethpagefcu/dd...,
119,-1,-1,-1,http://www.harry-b.de/dokuwiki/doku.php?id=harry:cpm...,
883,25,-1,35,http://www.constructoraluvial.com/images/home/71969edc514054cc7b10cf17...,
2350,52,8,118,http://aridfoods.com/V4/MGen/F7532f6c45fc3ae3e5062a16c28ce7b52/?dispat...,
3599,-1,-1,-1,http://www.beverley.com.hk/...,
6673,121,11,40,http://www.indiatwenty20.com/...,
5575,202,2,2617,http://www.starfishoils.com/...,
1653,-1,-1,-1,http://interfacemedicare.ma/modules/01/others/?rand=13InboxLightaspxn....,
3618,218,113,221,http://www.skysports.com/manchester-city...,
1911,2,10,35,http://www.hunacrarcsofy.co.uk/deuces/Instructions.html...,
2118,151,5,221,http://www.algosort.com/...,
5686,43,5,176,http://styleagogotruck.com/pp/041994226cbce9b021bb85345bdea555/index/w...,
6499,-1,-1,-1,http://drop-box.metodistaebenezer.com.br/d29e5d7c5800e57dd2a24226181ed...,
6558,-1,-1,-1,http://stachadwokat.pl/Appgoogle/...,
3853,133,83,488,http://www.blumebox.com/...,
6367,-1,7,-1,http://disneyxd.disney.in/...,
6371,143,13,348,http://www.choclatique.com/...,
819,111,9,91,http://gowebtools.com/bobs...,
5731,2,10,65,http://www-paypal.com.websapphome.com-webshomewebsrc.com/webapps/bd975...,
5689,-1,-1,-1,https://news.google.com/?topic=b...,
5247,104,4,-1,http://systemair-sales.ru/CIBCOnline%20olbtxn%20Authentication%20SignO...,
6956,192,12,18,http://www.prwra.com/...,
3848,31,5,226,http://joynovelties.com/alibabas/alibabasure...,
3505,103,5,1759,http://ezymedia.com/hotmail/live.com/index.html...,
2376,187,5,205,http://www.coloradotheatreguild.org/...,
4069,-1,-1,-1,http://www.bio.davidson.edu/courses/genomics/mirror/Urchin/u0maps.htm...,
2875,199,5,6059,http://www.dinamani.com/...,
6799,7,5,55,http://web.kiaanevents.com/pagedoc/d6a1abf900c4c4aa8137cd86fd58b81b...,
5477,-1,-1,-1,http://www.zahabconfectionery.com.au/Access/...,
3139,219,9,89,http://rmww.freeservers.com/...,
6889,166,98,395,http://gator4197.hostgator.com/~anz/annaz/4266054c3e013218e7130de744dd...,
6980,4,8,54,http://larvaorgany.com/work/db2...,
1441,-1,-1,-1,http://www.library.mcgill.ca/rarebook/bibcanho.htm...,
3471,-1,-1,-1,http://108.179.202.65/~popularbpd/Popularenlinea/Inicioo/loginp.html...,
2137,-1,-1,-1,http://joonubmusic.ir/file-secured/secured-file/index.php...,
5385,68,16,254,http://www.justthebesttraffic.com/viralads...,
3475,162,18,111,http://www.classic-modern.co.uk/...,
4742,214,2,-1,http://www.prince.com.sg/...,
6561,-1,-1,-1,http://farmafocus.com.br/one/dropbox/...,
5876,7,5,199,http://www.au699.com/londonfinancial...,
5779,-1,-1,-1,http://festacomfutebol.com.br/images/data/b18223ac0a4a774515c1b4654a9b...,
421,211,5,259,http://www.decodan.com/...,
3625,25,11,35,http://www.constructoraluvial.com/Bami/pagedoc/64ef2d4bb1bbbef945f776b...,
5753,209,31,145,http://www.ihispano.com/...,
698,70,41,318,http://www.gyrogeo.com/b5/...,
3821,58,14,-1,http://paypalresolu.myjino.ru/payus/1996dd75c6d98ee1f20f9600a73dfd33/I...,
2897,-1,-1,-1,http://www.adicon.com.cn/images/qkfiles/201507/Home/dda80ae8b7f55dd8b6...,
3091,-1,-1,-1,http://paypal.com.webapps.mpp.home.broadfroms.ga/webapps/2985a/home...,
1095,-1,-1,-1,http://homelarimoveis.com.br/escrlturas/boxdrop/...,
6250,-1,-1,-1,http://www.free-fr-moncompte.com/boxx/1bfb0065720c2db79ba04327e278a9ef...,
5051,205,59,1473,http://www.careerage.com/...,
4993,-1,-1,-1,http://comercialadriano.com.br/_Macosx/13/2294a7145fc760bae781fa06d436...,
6412,-1,-1,-1,http://www.bundypets.com.au/validate/revalidate.html...,
6283,39,9,78,http://www.editey.com/preview/0B92C0zBMoqiOWjRHcktuQzJBX3M/index.html?...,
5416,53,66,474,http://socialstrawberry.com/wp-includes/theme-compat/wellsfargo/index....,
4185,207,9,117,http://www.compilerjobs.com/...,
5589,-1,-1,-1,http://amadeireirasilva.com.br/homepravc...,
5142,187,17,615,http://www.farmingmagazine.com/...,
2394,3,9,70,http://consieleservice.com/impots-2016/verification/Impotss.Client/fbf...,
2635,106,14,484,http://www.news24online.com/...,
